inn,org_id,short_name,ogrn,organization_status,region,district,city,settlement,address,registry_category,registry_okved,registry_activity,bo_okved,year,revenue,gross_profit,sales_profit,profit_before_tax,net_profit,interest_income,interest_expense,ebit,correction_id,correction_version,date_present,collection_status,latitude,longitude,geocoded_name,geocode_precision,geocode_status,geocode_error
5257145631,8532475,"ООО ""СЗ ""АНДОР""",1145257003022,ACTIVE,НИЖЕГОРОДСКАЯ,,НИЖНИЙ НОВГОРОД,,"603093, НИЖЕГОРОДСКАЯ, НИЖНИЙ НОВГОРОД, ЯБЛОНЕВАЯ, 28, П, 102/4",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,12406715.0,3726629.0,3722958.0,3997806.0,2989870.0,276109.0,102.0,3721799.0,54690068,0,2026-03-20T07:56:40,success_bfo,56.3129075,44.0573767,"Яблоневая улица, 28 к4, Нижний Новгород, Нижегородская область, Россия",address,success,
7813475980,874067,"ООО ""РСТИ НА ГЛУХАРСКОЙ (СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК)""",1107847210657,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"197198, САНКТ-ПЕТЕРБУРГ, ДОБРОЛЮБОВА, 17, С, 12-Н",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,6524184.0,3862459.0,3603890.0,3670211.0,2756518.0,143306.0,10682.0,3537587.0,57734727,2,2026-06-03T11:09:06,success_bfo,59.9498504,30.2998434,"проспект Добролюбова, 17, Санкт-Петербург, Санкт-Петербург, Россия",address,success,
7725127342,3071251,"ООО ""МЕДЖИКОМ""",1037739026709,ACTIVE,МОСКВА,,,,"119119, МОСКВА, ЛЕНИНСКИЙ, 42, 2",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,4982618.0,2867120.0,2628483.0,2604776.0,1953530.0,133320.0,84639.0,2556095.0,56733230,0,2026-03-31T12:09:21,success_bfo,55.7036816,37.5664139,"Ленинский проспект, 42 с2, Москва, Москва, Россия",address,success,
9710078784,11152520,"ООО ""ДИСТРИКТ ДЕВЕЛОПМЕНТ - СПЕЦЗАСТРОЙЩИК""",1197746608058,ACTIVE,МОСКВА,,,,"125009, МОСКВА, ТВЕРСКАЯ, 6, 2, 2 ПОМ I КОМ 23",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,,,-2661.0,1588059.0,1579177.0,38220.0,0.0,1549839.0,57873873,1,2026-08-20T15:10:12,success_bfo,,,,,not_found,
9103000552,8720692,"ООО ""СИНТЕЗИС ИНГ""",1149102006360,ACTIVE,КРЫМ,,ЯЛТА,,"298600, КРЫМ, ЯЛТА, САДОВАЯ, 31",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,6804736.0,1262039.0,1221331.0,1329093.0,995717.0,300542.0,776.0,1029327.0,57780869,1,2026-06-29T14:49:58,success_bfo,,,,,not_found,
1001155425,186462,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙИНВЕСТ КСМ""",1041000025065,ACTIVE,КАРЕЛИЯ,,ПЕТРОЗАВОДСК,,"185001, КАРЕЛИЯ, ПЕТРОЗАВОДСК, ПЕРВОМАЙСКИЙ, 9",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1219683.0,1178279.0,1057295.0,1225759.0,919186.0,85122.0,0.0,1140637.0,55791240,0,2026-03-27T16:37:07,success_bfo,61.7899921,34.3417075,"Общежитие Петрозаводского педагогического колледжа, Студенческий переулок, 13А, Петрозаводск, Карелия, Россия",address,success,
2129003280,5353687,"АО ""СЗ ""ИНКОСТ""",1022101269673,ACTIVE,ЧУВАШСКАЯ РЕСПУБЛИКА -,,ЧЕБОКСАРЫ,,"428022, ЧУВАШСКАЯ РЕСПУБЛИКА -, ЧЕБОКСАРЫ, МАРПОСАДСКОЕ, 38",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,71.12.2,2025,1869802.0,1095189.0,875274.0,1195017.0,893277.0,346783.0,448.0,848682.0,56052011,0,2026-03-30T09:51:16,success_bfo,56.0984586,47.268959,"Чувашская республиканская детско-юношеская библиотека, улица Ленинского Комсомола, Чебоксары, Чувашия, Россия",address,success,
7723906368,8487588,"ООО ""ВИК""",1147746436716,ACTIVE,МОСКОВСКАЯ,,ДОМОДЕДОВО,,"142000, МОСКОВСКАЯ, ДОМОДЕДОВО, КАШИРСКОЕ ШОССЕ, 17А, 9",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,9768765.0,1667972.0,1441647.0,1130810.0,844748.0,45747.0,,1085063.0,57146848,0,2026-03-31T18:11:55,success_bfo,55.4448879,37.7676565,"Каширское шоссе, 17А, Домодедово, Московская область, Россия",address,success,
6658217878,2309970,"ООО ""ВОЗРОЖДЕНИЕ ЕКАТЕРИНБУРГА""",1056602844484,ACTIVE,СВЕРДЛОВСКАЯ,,ЕКАТЕРИНБУРГ,,"620014, СВЕРДЛОВСКАЯ, ЕКАТЕРИНБУРГ, ХОХРЯКОВА, 48, ОФИС 254",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,,0.0,0.0,844471.0,833103.0,54797.0,4137.0,793811.0,55527396,0,2026-03-26T12:40:14,success_bfo,56.8313477,60.5922601,"улица Хохрякова, 48, Екатеринбург, Свердловская область, Россия",address,success,
2315120129,1094013,"ООО ""НОВОКОМ""",1052309137649,ACTIVE,КРАСНОДАРСКИЙ,,НОВОРОССИЙСК,,"353900, КРАСНОДАРСКИЙ, НОВОРОССИЙСК, СОВЕТОВ, 55, 4",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,42.91,2025,3063356.0,1096450.0,1010821.0,1046584.0,781700.0,38617.0,262.0,1008229.0,57098998,0,2026-03-31T17:38:45,success_bfo,44.7166865,37.7788984,"Новороссийский Государственный исторический музей-заповедник, улица Советов, 58, Новороссийск, Краснодарский край, Россия",address,success,
1001010821,70753,"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СК ""ВЕК""",1021000527965,ACTIVE,КАРЕЛИЯ,,ПЕТРОЗАВОДСК,,"185001, КАРЕЛИЯ, ПЕТРОЗАВОДСК, ПЕРВОМАЙСКИЙ, 43",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,480345.0,235481.0,20780.0,952333.0,714171.0,982739.0,49228.0,18822.0,55069499,0,2026-03-24T09:25:25,success_bfo,61.7899921,34.3417075,"Общежитие Петрозаводского педагогического колледжа, Студенческий переулок, 13А, Петрозаводск, Карелия, Россия",address,success,
5027006369,6900709,"""ХСТФ ФОБОС"" ООО",1025007270551,ACTIVE,МОСКОВСКАЯ,ЛЮБЕРЦЫ,ДЗЕРЖИНСКИЙ,,"140090, МОСКОВСКАЯ, ЛЮБЕРЦЫ, ДЗЕРЖИНСКИЙ, УГРЕШСКАЯ, 30, 700",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,1287757.0,774484.0,774484.0,753248.0,704973.0,44249.0,324.0,709323.0,55282492,0,2026-03-25T09:44:34,success_bfo,55.6317148,37.8646181,"Ozon, Угрешская улица, 30, Дзержинский, Московская область, Россия",address,success,
7840438730,122728,"ООО ""ЛЕГЕНДА""",1107847309063,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"196210, САНКТ-ПЕТЕРБУРГ, СТАРТОВАЯ, 8, А, 307 КАБ. 1",Среднее предприятие,41.2,41.2 Строительство жилых и нежилых зданий,68.20.29,2025,2574338.0,1178180.0,1128577.0,764161.0,676819.0,766235.0,1792096.0,1790022.0,56343338,0,2026-03-30T16:32:21,success_bfo,59.8074809,30.3144783,"Бизнес-центр «Аэроплаза», Стартовая улица, 8, Санкт-Петербург, Санкт-Петербург, Россия",address,success,
6950108726,516338,"ООО ""ЕСТ""",1096952022914,ACTIVE,ТВЕРСКАЯ,,ТВЕРЬ,,"170100, ТВЕРСКАЯ, ТВЕРЬ, СВОБОДНЫЙ, 9, ОФИС 304",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,3325415.0,1054666.0,835720.0,897949.0,672759.0,93952.0,,803997.0,57162590,0,2026-03-31T18:29:53,success_bfo,56.8578166,35.9039605,"Свободный переулок, 9, Тверь, Тверская область, Россия",address,success,
1901096758,3135144,"ООО ""СЗ ""УК ТРАНССТРОЙ""",1101901003600,ACTIVE,ХАКАСИЯ,,АБАКАН,,"655016, ХАКАСИЯ, АБАКАН, ДРУЖБЫ НАРОДОВ, 43, 422Н",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.20,2025,1032548.0,904810.0,888392.0,896155.0,672116.0,7763.0,,888392.0,56557972,0,2026-03-31T06:09:27,success_bfo,53.744376,91.4152164,"проспект Дружбы Народов, 43, Абакан, Республика Хакасия, Россия",address,success,
6164029673,9196290,"ООО ""РОСТОВ-ДЕВЕЛОПМЕНТ""",1156196041264,ACTIVE,ПЕРМСКИЙ,,ПЕРМЬ,,"614113, ПЕРМСКИЙ, ПЕРМЬ, САПФИРНАЯ, 10, 02",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,632.0,632.0,-412.0,671868.0,671021.0,2638.0,,669230.0,56830770,0,2026-03-31T13:48:42,success_bfo,58.0116332,56.3301229,"Сапфирная улица, 10, Пермь, Пермский край, Россия",address,success,
2543028394,7948558,"АО ""РЕНЕССАНС АКТИВ""",1132543012040,ACTIVE,ПРИМОРСКИЙ,,ВЛАДИВОСТОК,,"690042, ПРИМОРСКИЙ, ВЛАДИВОСТОК, АРХАНГЕЛЬСКАЯ, 10, 6, 3Н",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,68.10.21,2025,37533.0,19458.0,7034.0,607271.0,605287.0,22032.0,13388.0,598627.0,57741152,1,2026-06-08T05:55:32,success_bfo,43.0780059,131.9512665,"Дом №6, Архангельская улица, 10 к6, Владивосток, Приморский край, Россия",address,success,
7841444504,4987633,"ООО ""СК ЭНЕРГОТЕХСТРОЙ""",1117847184300,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"195277, САНКТ-ПЕТЕРБУРГ, КОМИССАРА СМИРНОВА, 15, А, 264, ОФИС 357",Среднее предприятие,41.2,41.2 Строительство жилых и нежилых зданий,43.22,2025,3874449.0,836518.0,680300.0,772253.0,579607.0,82435.0,6404.0,696222.0,55571939,0,2026-03-26T15:38:39,success_bfo,,,,,not_found,
7712103721,6665895,"АО ""ТЕПЛОИНДУСТРИЯ""",1037739385716,ACTIVE,МОСКВА,,,,"107061, МОСКВА, ХРОМОВА, 20",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,6079192.0,4736841.0,4620866.0,794519.0,561157.0,166195.0,,628324.0,56263219,0,2026-03-30T15:00:48,success_bfo,55.7996763,37.7163611,"улица Хромова, Москва, Москва, Россия",address,success,
7813294991,10468755,"ООО ""ЕВРОИНВЕСТ ДЕВЕЛОПМЕНТ""",1177847387816,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"191014, САНКТ-ПЕТЕРБУРГ, РЫЛЕЕВА, 11, А, 7-Н, 17-Н",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,56283.0,-4279.0,-4279.0,565938.0,561108.0,18368.0,7067.0,554637.0,56911531,0,2026-03-31T14:50:47,success_bfo,,,,,not_found,
7714299854,2906374,"ООО ""МАТЕН""",1037714014910,ACTIVE,МОСКВА,,,,"123308, МОСКВА, МНЁВНИКИ, 3, 1, 1 ПОМ II КОМ 1-5,10,11",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,1730120.0,774606.0,708960.0,712389.0,524654.0,2105.0,12473.0,722757.0,57606038,1,2026-04-21T17:33:55,success_bfo,,,,,not_found,
7840100451,11855144,"ООО ""СИТИ""",1227800064271,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"191036, САНКТ-ПЕТЕРБУРГ, ЛИГОВСКИЙ, 43-45, Б, 6Н,13",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,3049487.0,763718.0,694472.0,703572.0,519906.0,40985.0,120.0,662707.0,55585714,0,2026-03-26T16:34:56,success_bfo,,,,,not_found,
5638065294,8562459,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙИНВЕСТ""",1145658018956,ACTIVE,ОРЕНБУРГСКАЯ,ОРЕНБУРГСКИЙ,,БЛАГОСЛОВЕНКА,"460525, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, БЛАГОСЛОВЕНКА, КООПЕРАТИВНАЯ, 43",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,508757.0,123165.0,71073.0,696190.0,519211.0,551564.0,0.0,144626.0,56138417,0,2026-03-30T12:18:47,success_bfo,51.7144111,55.3198137,"Кооперативная улица, Благословенка, Оренбургская область, Россия",address,success,
6316203463,8908953,"ООО ""СЗ ""КОМПАНИЯ ВЛАДИМИР""",1146316009322,ACTIVE,САМАРСКАЯ,,САМАРА,,"443086, САМАРСКАЯ, САМАРА, РЕВОЛЮЦИОННАЯ, 77",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,105608.0,31251.0,31251.0,688709.0,516174.0,30440.0,0.0,658269.0,56639404,0,2026-03-31T09:59:58,success_bfo,53.213809,50.167023,"Революционная улица, 77, Самара, Самарская область, Россия",address,success,
1639056866,9668823,"ООО ""ПСК КАМА""",1161674050834,ACTIVE,ТАТАРСТАН,ТУКАЕВСКИЙ,,,"423877, ТАТАРСТАН, ТУКАЕВСКИЙ, МАГИСТРАЛЬНАЯ, 1",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,3696606.0,771793.0,660586.0,687508.0,513641.0,47762.0,0.0,639746.0,57758415,1,2026-06-17T11:34:47,success_bfo,55.6717027,52.1319504,"Магистральная улица, 1А, Бетьки, Татарстан, Россия",address,success,
7203455253,10754446,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ГК АТЛАНТ""",1187232019325,ACTIVE,ТЮМЕНСКАЯ,,ТЮМЕНЬ,,"625051, ТЮМЕНСКАЯ, ТЮМЕНЬ, ПЕРМЯКОВА, 57, 6",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,2211556.0,783476.0,662834.0,663049.0,513015.0,17099.0,59.0,646009.0,57638656,1,2026-04-28T11:56:50,success_bfo,57.1164109,65.5772105,"Тюмень 625051, улица Пермякова, Тюмень, Тюменская область, Россия",address,success,
6658399875,1258090,"ООО ""ПГС""",1116658026242,ACTIVE,СВЕРДЛОВСКАЯ,,ЕКАТЕРИНБУРГ,,"620149, СВЕРДЛОВСКАЯ, ЕКАТЕРИНБУРГ, НАЧДИВА ОНУФРИЕВА, 10, 5",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,7478173.0,640800.0,597714.0,644657.0,483494.0,42299.0,4217.0,606575.0,57242893,0,2026-03-31T19:48:40,success_bfo,56.8038236,60.5476021,"улица Начдива Онуфриева, 10, Екатеринбург, Свердловская область, Россия",address,success,
4028051443,479622,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КАЛУГА-ЛИДЕР""",1124028003604,ACTIVE,КАЛУЖСКАЯ,,КАЛУГА,,"248021, КАЛУЖСКАЯ, КАЛУГА, БИЛИБИНА, 6, 4, КОМНАТА 20",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,677629.0,633224.0,580789.0,577896.0,468569.0,5759.0,143430.0,715567.0,53951061,0,2026-03-06T10:42:11,success_bfo,,,,,not_found,
5404523005,8897872,"ООО ""ИНВЕСТТЭК""",1145476129842,ACTIVE,НОВОСИБИРСКАЯ,,НОВОСИБИРСК,,"630054, НОВОСИБИРСКАЯ, НОВОСИБИРСК, ТИТОВА, 31/1",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,831391.0,792347.0,627372.0,604417.0,453199.0,16199.0,15744.0,603962.0,55470063,0,2026-03-26T07:12:13,success_bfo,54.9810193,82.8685415,"улица Титова, 31/1, Новосибирск, Новосибирская область, Россия",address,success,
7830001934,6383102,"ЗАО ""ТРЕСТ 101""",1037843011183,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"195248, САНКТ-ПЕТЕРБУРГ, УМАНСКИЙ, 71, А, 159",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,3154804.0,741889.0,669858.0,608920.0,452183.0,13857.0,16604.0,611667.0,57679156,1,2026-05-12T14:55:12,success_bfo,59.9643084,30.4519003,"Уманский переулок, 71А, Санкт-Петербург, Санкт-Петербург, Россия",address,success,
5410112902,6020541,"ООО ""ЭНЕРГОМОНТАЖ""",1025403908232,ACTIVE,НОВОСИБИРСКАЯ,,НОВОСИБИРСК,,"630061, НОВОСИБИРСКАЯ, НОВОСИБИРСК, ТЮЛЕНИНА, 26",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,68.20.29,2025,295632.0,191031.0,19413.0,479943.0,451347.0,39067.0,423.0,441299.0,54324814,0,2026-03-16T12:47:00,success_bfo,55.1114067,82.9358687,"улица Тюленина, 26, Новосибирск, Новосибирская область, Россия",address,success,
1717008397,678688,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЭНЕРГОСТРОЙ""",1021700728136,ACTIVE,ТЫВА,,КЫЗЫЛ,,"667004, ТЫВА, КЫЗЫЛ, КОЛХОЗНАЯ, 2А",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1106872.0,582078.0,581829.0,602008.0,449371.0,3084.0,0.0,598924.0,57649340,1,2026-04-30T07:22:00,success_bfo,51.7094525,94.5160789,"Колхозная улица, Кызыл, Республика Тыва, Россия",address,success,
7736565404,2197947,"АО ""МНЦЭС-КАПСТРОЙ""",1077760841487,ACTIVE,МОСКОВСКАЯ,ПУШКИНО,ИВАНТЕЕВКА,,"141280, МОСКОВСКАЯ, ПУШКИНО, ИВАНТЕЕВКА, ФАБРИЧНЫЙ, 1Д",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,68.20,2025,928119.0,928119.0,755921.0,546173.0,432799.0,3605.0,160225.0,702793.0,56298538,0,2026-03-30T15:42:00,success_bfo,55.98029,37.894329,"Ивантеевское шоссе, Ивантеевка, Московская область, Россия",address,success,
3128001437,1160797,"АО СЗ ""КМАПЖС""",1023102357266,ACTIVE,БЕЛГОРОДСКАЯ,,СТАРЫЙ ОСКОЛ,,"309511, БЕЛГОРОДСКАЯ, СТАРЫЙ ОСКОЛ, ОЛИМПИЙСКИЙ, 62",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,1501372.0,257573.0,111838.0,535817.0,420505.0,364065.0,2426.0,174178.0,56052250,0,2026-03-30T09:50:08,success_bfo,51.3068411,37.8905332,"Оскол.сайт, Олимпийский микрорайон, 62, Старый Оскол, Белгородская область, Россия",address,success,
7733801886,1257679,"ООО ""ИНВЕСТСТРОЙ""",1127746354966,ACTIVE,МОСКВА,,,,"125362, МОСКВА, СВОБОДЫ, 31, 1, 2/3",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,2501615.0,653152.0,568419.0,546030.0,408945.0,29786.0,0.0,516244.0,56127135,0,2026-03-30T11:51:10,success_bfo,55.837695,37.4538245,"Автоломбард «Северный», улица Свободы, 31 с1, Москва, Москва, Россия",address,success,
5256129066,8502620,"ООО ""СЗ ""ТЕРМИНАЛ СК""",1145256003133,ACTIVE,НИЖЕГОРОДСКАЯ,,НИЖНИЙ НОВГОРОД,,"603004, НИЖЕГОРОДСКАЯ, НИЖНИЙ НОВГОРОД, ЛЕНИНА, 100Г, 203",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,143477.0,19957.0,19957.0,536555.0,398866.0,19956.0,0.0,516599.0,55294206,0,2026-03-25T10:13:39,success_bfo,56.2483672,43.8759203,"Нижегородский автомеханический техникум, проспект Ленина, Нижний Новгород, Нижегородская область, Россия",address,success,
2801130630,4102235,"ООО ""АПИН""",1082801003031,ACTIVE,АМУРСКАЯ,,БЛАГОВЕЩЕНСК,,"675001, АМУРСКАЯ, БЛАГОВЕЩЕНСК, ПИОНЕРСКАЯ, 66/1",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1000490.0,567889.0,520440.0,523268.0,393088.0,637.0,,522631.0,55492345,0,2026-03-26T10:13:21,success_bfo,50.2649274,127.5326329,"Благовещенский городской суд, Пионерская улица, 35, Благовещенск, Амурская область, Россия",address,success,
6673149728,140718,"ООО ""ДРУЖБА Н""",1069673064075,ACTIVE,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,СОВЕТСКИЙ,СОВЕТСКИЙ,,"628242, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, СОВЕТСКИЙ, СОВЕТСКИЙ, 5-Й, 3",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,3077613.0,596229.0,562683.0,533129.0,392471.0,42276.0,6613.0,497466.0,57134262,0,2026-03-31T18:01:35,success_bfo,61.3591713,63.5671271,"Советский 628242, Советская улица, 37, Советский, Ханты-Мансийский автономный округ — Югра, Россия",address,success,
2128007123,5357810,"АО ""СЗ ""СТРОЙТРЕСТ №3""",1022101134978,ACTIVE,ЧУВАШСКАЯ РЕСПУБЛИКА -,,ЧЕБОКСАРЫ,,"428000, ЧУВАШСКАЯ РЕСПУБЛИКА -, ЧЕБОКСАРЫ, ЯРОСЛАВСКАЯ, 76, 312",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,2877066.0,519055.0,273251.0,531563.0,389007.0,68102.0,4962.0,468423.0,57506537,1,2026-04-02T16:00:48,success_bfo,,,,,not_found,
6670115960,415057,"ООО ""ВМП - ИНЖИНИРИНГ""",1069670086750,ACTIVE,СВЕРДЛОВСКАЯ,,ЕКАТЕРИНБУРГ,,"620016, СВЕРДЛОВСКАЯ, ЕКАТЕРИНБУРГ, АМУНДСЕНА, 105, 8",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,3690940.0,666780.0,559676.0,523763.0,388733.0,1235.0,3370.0,525898.0,56570468,0,2026-03-31T07:23:32,success_bfo,56.7707061,60.5433276,"улица Амундсена, Екатеринбург, Свердловская область, Россия",address,success,
